input,passive learning,active learning,constructive learning,interactive learning,other / not applicable (ICAP),ICAP validation,individual activity,individual product,collective activity,collective product,other / not applicable (social level),Social nature validation,orientation,conceptualisation,investigation,conclusion,discussion,other / not applicable (IBL),IBL validation,remember,understand,apply,analyze,evaluate,create,other / not applicable (Bloom),Bloom validation,retrieval,comprenhesion,analysis,knowledge utilization,other / not applicable (Marzano),Marzano validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p><strong>Scientific concepts of climate change <br></strong></p><p><strong>What is the relation between climate change and greenhouse phainomenon?<br></strong></p><p><strong><br></strong></p><p><br></p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Observe carefully the picture.<br></p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>How does solar radiation interact with the Earth and its atmosphere to cause global warming? </p><p>Watch the effects of sunlight and then watch the effects of infrared radiation, also known as heat radiation, on the ground and on carbon dioxide, a greenhouse gas.</p><p><br>Learn how solar radiation interacts with Earth’s surface and atmosphere.</p>",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write your research questions for representing the relation between amount of radiation-greenhouse effect -increasing temperature -climate change.  <br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do greenhouse gases affect the climate? Explore the atmosphere during the ice age and today. What happens when you add clouds? Change the greenhouse gas concentration and see how the temperature changes. Then compare to the effect of glass panes. Zoom in and see how light interacts with molecules. Do all atmospheric gases contribute to the greenhouse effect?,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write your hypotheses about the factors that caused climate change.<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Try to stabilize carbon output over the next 50 years by adjusting the different sliders in the different strategies, while still keeping the Reality Check realistic. Remember that changes you make to one wedge can also affect other wedges. </p><p>You have some of variables included in the experiment and also you have some measures. You could use properties for add more options of experiment.<br></p>",0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illustration of the absorption of infrared radiation by CO2 in the troposphere and the collisional loss of<br> this absorbed energy to surrounding N2 and O2 molecules. <br>In this animation the user can sweep through a region of the IR spectrum and  excite some of the vibrational modes of CO2. A simple (purely qualitative) thermometer illustrates the rise in temperature of the gas as collisional de-excitation occurs.,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>What effect do IR photons have in each region? </p><p><br></p><p><br></p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>If we change the gas what is the different</p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Demonstrate the Band Saturation Effect by making a plot of Iout as a function of a greenhouse gas concentration, from say 0 to 1000 ppm, with lots of points at low concentrations.<br>Calculate the average temperature that the Earth radiates to space by setting the model Iout to epsilon sigma T4 and solving for T.  What altitude is this (assuming the light is coming from the troposphere, the lowermost region in the temperature profile plot)?  How does this altitude change as you change the greenhouse gas concentration?What is the effect of clouds on the upwelling IR to space, and to the downwelling IR seen from the ground? Compare CO2 vs. methane as greenhouse gases.  Which would be the stronger if they had the same concentrations?  Which is stronger given their current concentrations?<br>Simulate the temperature response to greenhouse gas IR forcing by adjusting the ground temperature to maintain a constant Iout as you increase the gas concentration.  Demonstrate the water vapor feedback effect by doing this using both options of constant vapor pressure and constant relative humidity.<br>Find the model's climate sensitivity.",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Please write your replies<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>How Atmospheric Warming Works</p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Please write your observations<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>TRANSFORMING WATER INTO ACID … AND BACK</p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>The Our Acidifying Ocean lab explores the chemistry of ocean acidification and its impacts on sea urchin larvae through interactive  models, a virtual lab bench, and a microscope measurement tool.</p>",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Up to 30-40% of the manmade carbon dioxide is captured in oceans, rivers and lakes. The gas is efficiently solved in water. Therefore, oceans are a very powerful and significant carbon sink.</p><p>Although the ability of water capturing and storing CO2 helps reducing greenhouse gases, it comes with a high price. Solving CO2 in water changes the chemistry. As a result, the water becomes more acidic. The acidification and its consequences can be split up into three chemical reactions.<br></p><p>Those reactions occur at the surface of waters like the oceans. As a result, the formation of carbonate compounds like lime is hindered, or in extreme cases, existing exoskeletons can even be dissolved. </p>",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Give your explanations for relation of greenhouse phainomeno to oceans.<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructions: Insert (left) of the graph.<br>-The carbon dioxide emission rate (measured in gigatonnes of carbon dioxide per year).<br>-The Step change (per 5 years)<br>Adjust and the edge of the graph and adjust:<br>-The Maximum temperature.<br>-the Maximum concentration of polluting gases.<br>Choose the appearance of the graphs in relation to the years of the three variables i) temperature ii) the concentration of CO2 iii) of the CO2 rate of change,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Consider i) the annual amount of CO2 production = 10.5 giga tons, ii) Maximum temperature: 18 degrees Celsius iii) Maximum sygentrosi CO2 = 800ppmv iii) climate variability 3 degrees Celsius iv) rate of movement of CO2 from the atmosphere = 0.1% and v ) percentage of CO2 emissions remains in the atmosphere 50%. Find the linear function of temperature i as a function of time considering the principle t = 0: the year 1960, t = 10: the year 1970, t = 50 2010 etc.</p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Consider i) the annual amount of CO2 production = 12 giga tons, ii) Maximum temperature: 18 degrees Celsius iii) Maximum sygentrosi CO2 = 800ppmv iii) climate variability 3 degrees Celsius iv) rate of movement of CO2 from the atmosphere = 0.1% and v) percentage emissions of CO2 remains in the atmosphere 30%.<br>If the rate of CO2  from the atmosphere which is the line that approximates the estimates of temperatures 2010?</p>",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Use the report tool to express your role as scientist for report your conclusions for affects of climate change. <br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,50%,0%,FALSE,0%,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>See your review on concept cloud tool. <br></p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,50%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Present you results based on concepts of concept cloud.<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Prepare a presentation or a poster to indentify the conseques of climate change.<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Alternative Energy Recourses</p><p><br></p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You have three different ways of alternative energy recourses. What do you think? Discuss your ideas,0%,0%,0%,50%,0%,FALSE,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Discuss your classmates the realistic solution of climate changes.</p>,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Earth's lithosphere</p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate Tectonics - A Documentary:   An informative documentary from Isaac Frame. Ever thought of how the continents were formed? How they oddly just, ""fit together."" Well there is a simple answer, and it is revealed through a process called plate tectonics. It answers the whole issue of continental drift, and is more concrete than an ""expanding earth"" theory. This subject covers a variety of processes including subduction, transduction, etc. Enjoy the video!",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Identify in which tectonic plates divided the earth face.  </p>,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write the name of tectonic plates and correspond the continents of the earth.</p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geologists came to the conclusion in the 1960's that the Earth's lithosphere was broken up into about 12 large pieces called plates that are moving relative to one another.,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Observe carefully the map. In what limit of tectonic plates is Greece. <br></p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Earthquakes&Tectonic Plates</p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>The map describes the motion of tectonic plates</p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>The map describes the earthquake activity<br></p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Observe the earthquake recording locations. Record areas of the Earth with intense earthquake activity.</p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Compare the two maps and discuss your students for the relation between earthquake activity and tectonic plates.</p>,0%,0%,0%,50%,0%,FALSE,0%,0%,50%,0%,0%,FALSE,0%,0%,50%,0%,50%,0%,FALSE,0%,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write your hypotheses for areas of Earth with possibilities an earthquake happens more often.  <br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Suppose that you are working in a earthquake data center as researcher, then write what questions about the information you need for prepare a report. <br></p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Complete a concept map with basic characteristic of an earthquake that present the different condition that it happens.</p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Get access to Earthquake data around the world!</p>,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
